		-1.441	-8.468	0.376	parado
		-1.717	-8.558	0.413	parado
		-1.936	-8.569	0.291	parado
		-2.189	-8.513	-0.177	parado
		-2.502	-8.458	-0.224	parado
		-2.567	-8.331	-0.061	parado
		-2.622	-8.586	-0.417	parado
		-2.605	-9.051	-1.067	parado
		-1.112	-10.159	-4.951	parado
		0.765	-10.897	-7.432	parado
		1.403	-11.173	-7.633	parado
		1.413	-9.937	-4.341	parado
		0.818	-8.133	-2.47	parado
		0.244	-6.803	-0.836	parado
		-0.488	-6.467	0.725	parado
		-1.279	-7.55	1.178	parado
		-1.938	-10.052	1.267	parado
		-2.497	-14.144	1.107	parado
		-0.682	-15.124	-2.674	parado
		1.62	-11.486	-2.814	parado
		-1.441	-8.533	0.407	parado
		-4.671	-7.099	0.833	parado
		-4.363	-7.506	1.032	parado
		-0.533	-9.082	1.27	parado
		2.885	-10.417	0.577	parado
		3.224	-10.317	0.486	parado
		1.289	-9.6	0.541	parado
		-0.144	-8.768	0.906	parado
		-0.674	-8.289	1.369	parado
		-0.845	-8.526	1.533	parado
		-0.945	-9.924	0.947	parado
		-0.388	-11.123	-0.735	parado
		0.297	-11.688	-2.444	parado
		-0.363	-11.462	-2.552	parado
		-0.879	-10.454	-1.304	parado
		-0.148	-9.656	0.488	parado
		0.472	-9.313	1.425	parado
		0.759	-9.409	1.502	parado
		0.536	-9.415	1.466	parado
		-0.189	-9.568	0.958	parado
		-0.23	-9.725	1.009	parado
		-0.326	-9.833	0.942	parado
		-0.742	-9.78	0.887	parado
		-1.217	-9.641	0.723	parado
		-0.955	-9.705	0.836	parado
		-0.505	-9.925	1.189	parado
		-0.418	-9.985	1.426	parado
		-1.12	-9.817	1.293	parado
		-1.829	-9.641	1.216	parado
		-2.088	-9.517	1.063	parado
		-1.975	-9.479	1.097	parado
		-1.642	-9.432	1.185	parado
		-1.203	-9.385	1.219	parado
		-0.876	-9.492	1.125	parado
		-0.775	-9.616	1.128	parado
		-0.882	-9.657	0.852	parado
		-1.104	-9.655	0.585	parado
		-1.323	-9.616	0.417	parado
		-1.456	-9.649	0.335	parado
		-1.417	-9.651	0.335	parado
		-1.314	-9.656	0.36	parado
		-1.216	-9.596	0.297	parado
		-1.204	-9.65	0.218	parado
		-1.247	-9.651	0.186	parado
		-1.288	-9.609	0.205	parado
		-1.396	-9.576	0.259	parado
		-1.371	-9.579	0.231	parado
		-1.25	-9.547	0.205	parado
		-1.211	-9.529	0.178	parado
		-1.237	-9.592	0.115	parado
		-1.238	-9.645	0.117	parado
		-1.27	-9.639	0.181	parado
		-1.31	-9.548	0.224	parado
		-1.409	-9.565	0.217	parado
		-1.365	-9.549	0.223	parado
		-1.305	-9.521	0.339	parado
		-1.349	-9.517	0.306	parado
		-1.391	-9.531	0.366	parado
		-1.32	-9.553	0.291	parado
		-1.268	-9.561	0.273	parado
		-1.274	-9.562	0.255	parado
		-1.288	-9.604	0.204	parado
		-1.33	-9.621	0.13	parado
		-1.281	-9.621	0.079	parado
		-1.246	-9.585	0.05	parado
		-1.25	-9.577	0.044	parado
		-1.265	-9.633	-0.079	parado
		-1.237	-9.688	-0.17	parado
		-1.174	-9.68	-0.217	parado
		-1.16	-9.644	-0.225	parado
		-1.186	-9.591	-0.166	parado
		-1.314	-9.585	-0.146	parado
		-1.457	-9.544	-0.136	parado
		-1.559	-9.574	-0.241	parado
		-1.63	-9.607	-0.293	parado
		-1.627	-9.554	-0.309	parado
		-1.646	-9.5	-0.278	parado
		-1.714	-9.483	-0.267	parado
		-1.749	-9.501	-0.261	parado
		-1.727	-9.501	-0.304	parado
		-1.713	-9.542	-0.26	parado
		-1.709	-9.513	-0.317	parado
		-1.705	-9.504	-0.356	parado
		-1.749	-9.513	-0.39	parado
		-1.735	-9.499	-0.427	parado
		-1.763	-9.497	-0.466	parado
		-1.8	-9.566	-0.482	parado
		-1.839	-9.515	-0.49	parado
		-1.926	-9.463	-0.484	parado
		-1.976	-9.438	-0.486	parado
		-1.964	-9.424	-0.499	parado
		-1.967	-9.434	-0.552	parado
		-1.96	-9.459	-0.587	parado
		-1.901	-9.427	-0.549	parado
		-1.864	-9.414	-0.571	parado
		-1.833	-9.459	-0.582	parado
		-1.824	-9.499	-0.605	parado
		-1.833	-9.481	-0.638	parado
		-1.834	-9.434	-0.666	parado
		-1.815	-9.452	-0.694	parado
		-1.779	-9.451	-0.703	parado
		-1.803	-9.538	-0.715	parado
		-1.806	-9.558	-0.718	parado
		-1.797	-9.509	-0.693	parado
		-1.802	-9.48	-0.662	parado
		-1.814	-9.479	-0.654	parado
		-1.827	-9.474	-0.668	parado
		-1.797	-9.41	-0.715	parado
		-1.769	-9.376	-0.733	parado
		-1.76	-9.404	-0.662	parado
		-1.76	-9.443	-0.571	parado
		-1.778	-9.491	-0.502	parado
		-1.731	-9.445	-0.423	parado
		-1.645	-9.442	-0.365	parado
		-1.561	-9.536	-0.322	parado
		-1.435	-9.562	-0.315	parado
		-1.338	-9.566	-0.308	parado
		-1.301	-9.578	-0.3	parado
		-1.35	-9.571	-0.303	parado
		-1.448	-9.577	-0.303	parado
		-1.551	-9.577	-0.267	parado
		-1.658	-9.54	-0.241	parado
		-1.72	-9.528	-0.236	parado
		-1.695	-9.553	-0.241	parado
		-1.636	-9.588	-0.221	parado
		-1.583	-9.621	-0.196	parado
		-1.523	-9.583	-0.17	parado
		-1.454	-9.588	-0.065	parado
		-1.381	-9.571	-0.023	parado
		-1.287	-9.548	0.014	parado
		-1.245	-9.608	0.049	parado
		-1.232	-9.602	0.004	parado
		-1.241	-9.576	-0.042	parado
		-1.239	-9.552	-0.031	parado
		-1.251	-9.562	0.028	parado
		-1.313	-9.608	0.056	parado
		-1.317	-9.61	0.019	parado
		-1.217	-9.592	-0.041	parado
		-1.189	-9.637	-0.063	parado
		-1.178	-9.652	-0.09	parado
		-1.161	-9.668	-0.086	parado
		-1.118	-9.641	-0.077	parado
		-1.085	-9.62	-0.026	parado
		-1.12	-9.597	0.024	parado
		-1.134	-9.564	0.035	parado
		-1.13	-9.566	0.035	parado
		-1.062	-9.552	0.024	parado
		-1.021	-9.562	0.025	parado
		-1.018	-9.602	0.005	parado
		-1.074	-9.693	-0.049	parado
		-1.079	-9.633	-0.086	parado
		-1.073	-9.542	-0.045	parado
		-1.032	-9.547	0.023	parado
		-0.962	-9.612	0.026	parado
		-0.86	-9.664	-0.008	parado
		-0.77	-9.718	-0.038	parado
		-0.837	-9.724	-0.053	parado
		-0.988	-9.695	-0.048	parado
		-1.099	-9.646	-0.012	parado
		-1.158	-9.604	0.024	parado
		-1.182	-9.64	0.036	parado
		-1.244	-9.675	0.067	parado
		-1.277	-9.603	0.135	parado
		-1.27	-9.487	0.192	parado
		-1.231	-9.522	0.186	parado
		-1.155	-9.604	0.208	parado
		-1.055	-9.673	0.243	parado
		-1.076	-9.662	0.238	parado
		-1.166	-9.655	0.244	parado
		-1.233	-9.62	0.244	parado
		-1.287	-9.579	0.245	parado
		-1.264	-9.53	0.261	parado
		-1.186	-9.542	0.278	parado
		-1.152	-9.606	0.281	parado
		-1.18	-9.613	0.2	parado
		-1.197	-9.573	0.169	parado
		-1.213	-9.519	0.124	parado
		-1.233	-9.544	0.005	parado
		-1.117	-9.61	-0.199	parado
		-0.982	-9.708	-0.341	parado
		-0.907	-9.789	-0.494	parado
		-0.873	-9.774	-0.526	parado
		-0.826	-9.697	-0.577	parado
		-0.731	-9.689	-0.65	parado
		-0.696	-9.705	-0.584	parado
		-0.698	-9.61	-0.523	parado
		-0.819	-9.562	-0.497	parado
		-0.912	-9.6	-0.505	parado
		-0.906	-9.629	-0.528	parado
		-0.888	-9.658	-0.563	parado
		-0.996	-9.656	-0.57	parado
		-1.199	-9.651	-0.576	parado
		-1.408	-9.641	-0.618	parado
		-1.472	-9.623	-0.619	parado
		-1.478	-9.607	-0.648	parado
		-1.517	-9.602	-0.699	parado
		-1.646	-9.62	-0.777	parado
		-1.793	-9.591	-0.794	parado
		-2.017	-9.584	-0.748	parado
		-2.255	-9.626	-0.752	parado
		-2.597	-9.664	-0.925	parado
		-2.531	-9.566	-0.899	parado
		-2.722	-9.529	-1.186	parado
		-2.551	-9.5	-1.257	parado
		-2.325	-9.506	-1.273	parado
		-2.199	-9.534	-1.365	parado
		-2.084	-9.546	-1.361	parado
		-2.058	-9.598	-1.556	parado
		-1.972	-9.662	-1.767	parado
		-1.78	-9.515	-1.799	parado
		-1.532	-9.21	-1.749	parado
		-1.29	-9.039	-1.768	parado
		-1.261	-9.061	-1.792	parado
		-1.298	-9.117	-1.741	parado
		-1.451	-9.231	-1.897	parado
		-1.489	-9.143	-1.806	parado
		-1.532	-9.073	-1.941	parado
		-1.657	-9.104	-2.145	parado
		-1.648	-9.187	-2.102	parado
		-1.607	-9.187	-2.125	parado
		-1.569	-9.052	-1.974	parado
		-1.537	-8.959	-2.073	parado
		-1.58	-8.99	-2.097	parado
		-1.719	-9.215	-2.269	parado
		-1.711	-9.26	-2.089	parado
		-1.64	-9.165	-1.89	parado
		-1.629	-9.07	-1.762	parado
		-1.682	-9.086	-1.945	parado
		-1.786	-8.997	-2.079	parado
		-1.823	-8.855	-2.094	parado
		-1.828	-8.851	-1.943	parado
		-1.877	-8.879	-1.841	parado
		-1.906	-8.904	-1.926	parado
		-1.92	-8.999	-2.113	parado
		-1.861	-9.025	-2.398	parado
		-1.714	-8.997	-2.523	parado
		-1.437	-8.801	-2.662	parado
		-1.087	-8.714	-2.618	parado
		-0.83	-8.787	-2.222	parado
		-0.767	-8.966	-2.253	parado
		-0.788	-9.244	-1.793	parado
		-1.041	-9.675	-1.443	parado
		-2.191	-10.253	-2.541	parado
		-2.824	-10.683	-3.11	parado
		-2.527	-10.666	-3.13	parado
		-0.731	-9.4	-1.657	parado
		-0.364	-8.898	-0.816	parado
		-0.148	-8.936	-0.524	parado
		0.205	-9.385	-0.709	parado
		0.305	-9.669	-0.946	parado
		-0.025	-9.595	-0.927	parado
		-0.528	-9.5	-0.79	parado
		-0.9	-9.641	-0.845	parado
		-0.753	-9.689	-0.612	parado
		-0.564	-9.706	-0.312	parado
		-0.247	-9.659	0.002	parado
		-0.135	-9.594	0.168	parado
		-0.315	-9.606	0.056	parado
		-0.563	-9.647	-0.098	parado
		-0.508	-9.661	-0.028	parado
		-0.389	-9.662	0.123	parado
		-0.461	-9.68	0.078	parado
		-0.478	-9.734	0.025	parado
		-0.174	-9.822	0.238	parado
		0.018	-9.943	0.413	parado
		0.056	-9.783	0.539	parado
		-0.036	-9.723	0.645	parado
		0.107	-9.664	0.797	parado
		0.256	-9.634	0.917	parado
		0.394	-9.682	0.882	parado
		0.359	-9.741	0.882	parado
		0.045	-9.643	0.892	parado
		-0.341	-9.499	0.974	parado
		-0.645	-9.43	1.008	parado
		-0.816	-9.486	1.105	parado
		-0.707	-9.445	1.161	parado
		-0.403	-9.431	1.268	parado
		0.031	-9.574	1.233	parado
		0.39	-9.809	0.962	parado
		0.135	-10.023	0.515	parado
		-0.385	-10.136	-0.014	parado
		-0.707	-10.262	-0.266	parado
		-0.559	-10.18	-0.09	parado
		-0.274	-10.01	0.223	parado
		-0.067	-9.773	0.37	parado
		-0.035	-9.629	0.892	parado
		-0.013	-9.928	1.356	parado
		0.198	-10.567	2.363	parado
		-0.089	-10.636	2.646	parado
		-0.979	-10.005	2.276	parado
		-2.053	-9.376	1.882	parado
		-2.741	-9.1	1.73	parado
		-2.678	-8.997	1.717	parado
		-2.033	-9.074	1.741	parado
		-1.35	-9.343	1.622	parado
		-1.13	-9.79	1.44	parado
		-1.225	-9.87	1.341	parado
		-1.58	-9.62	1.045	parado
		-1.641	-9.301	0.916	parado
		-1.384	-9.197	0.845	parado
		-1.046	-9.319	0.822	parado
		-0.862	-9.524	0.648	parado
		-0.854	-9.738	0.395	parado
		-1.004	-9.764	-0.08	parado
		-0.965	-9.647	-0.384	parado
		-0.815	-9.597	-0.73	parado
		-0.492	-9.559	-0.973	parado
		-0.348	-9.573	-1.249	parado
		-0.36	-9.543	-1.091	parado
		-0.381	-9.371	-0.694	parado
		-0.727	-9.206	-0.269	parado
		-0.639	-9.189	-0.244	parado
		-0.875	-9.205	-0.52	parado
		-1.49	-9.378	-0.68	parado
		-1.844	-9.448	-0.323	parado
		-2.162	-9.608	0.105	parado
		-2.418	-9.777	0.497	parado
		-2.541	-9.773	0.576	parado
		-2.48	-9.512	0.418	parado
		-2.49	-9.351	0.323	parado
		-2.642	-9.424	0.488	parado
		-2.629	-9.712	0.528	parado
		-2.428	-9.716	0.429	parado
		-2.304	-9.469	0.249	parado
		-2.143	-9.205	0.134	parado
		-1.955	-9.21	0.151	parado
		-1.768	-9.507	0.028	parado
		-1.584	-9.673	-0.172	parado
		-1.569	-9.65	-0.274	parado
		-1.592	-9.517	-0.151	parado
		-1.852	-9.424	-0.04	parado
		-1.921	-9.481	-0.004	parado
		-1.847	-9.525	-0.007	parado
		-1.853	-9.577	0.175	parado
		-1.896	-9.524	0.2	parado
		-1.967	-9.394	0.308	parado
		-1.996	-9.29	0.352	parado
		-2.012	-9.319	0.266	parado
		-1.962	-9.421	0.272	parado
		-1.87	-9.467	0.278	parado
		-1.744	-9.424	0.341	parado
		-1.753	-9.442	0.458	parado
		-1.956	-9.548	0.482	parado
		-1.907	-9.598	0.546	parado
		-1.72	-9.673	0.558	parado
		-1.652	-9.591	0.676	parado
		-1.785	-9.451	0.741	parado
		-1.978	-9.457	0.694	parado
		-2.063	-9.534	0.599	parado
		-1.985	-9.626	0.42	parado
		-1.871	-9.771	0.202	parado
		-1.705	-9.773	0.072	parado
		-1.538	-9.61	0.072	parado
		-1.572	-9.53	0.189	parado
		-1.675	-9.525	0.269	parado
		-1.717	-9.543	0.347	parado
		-1.682	-9.499	0.466	parado
		-1.653	-9.491	0.541	parado
		-1.68	-9.481	0.596	parado
		-1.709	-9.553	0.599	parado
		-1.686	-9.655	0.558	parado
		-1.628	-9.697	0.449	parado
		-1.542	-9.7	0.37	parado
		-1.395	-9.697	0.348	parado
		-1.253	-9.677	0.357	parado
		-1.17	-9.713	0.376	parado
		-1.037	-9.651	0.352	parado
		-1.012	-9.54	0.412	parado
		-1.039	-9.528	0.453	parado
		-1.093	-9.558	0.487	parado
		-1.155	-9.589	0.458	parado
		-1.231	-9.583	0.406	parado
		-1.28	-9.616	0.385	parado
		-1.326	-9.613	0.31	parado
		-1.557	-9.616	0.293	parado
		-1.659	-9.667	0.411	parado
		-1.713	-9.659	0.447	parado
		-1.437	-9.492	0.399	parado
		-1.194	-9.464	0.317	parado
		-0.946	-9.41	0.266	parado
		-0.803	-9.523	0.345	parado
		-0.573	-9.601	0.36	parado
		-0.208	-9.609	0.312	parado
		0.065	-9.685	0.237	parado
		0.236	-9.796	-0.059	parado
		0.435	-9.898	-0.123	parado
		0.373	-9.971	-0.245	parado
		0.366	-9.785	-0.073	parado
		0.546	-9.494	0.396	parado
		0.709	-9.553	0.907	parado
		0.468	-9.716	0.873	parado
		0.267	-9.694	0.961	parado
		0.214	-9.7	1.12	parado
		0.362	-9.7	0.983	parado
		0.678	-9.543	1.188	parado
		0.639	-9.667	1.25	parado
		0.354	-9.692	1.208	parado
		0.25	-9.448	1.19	parado
		0.163	-9.312	1.087	parado
		0.324	-9.312	1.443	parado
		0.19	-9.663	1.604	parado
		-0.196	-9.667	1.561	parado
		-0.514	-9.267	1.471	parado
		-0.583	-9.321	1.774	parado
		-0.81	-9.598	1.894	parado
		-1.146	-9.524	1.549	parado
		-1.641	-9.912	0.751	parado
		-1.44	-10.084	0.268	parado
		-0.948	-9.973	0.024	parado
		-0.317	-9.789	0.305	parado
		-0.032	-9.756	0.516	parado
		-0.151	-9.683	0.432	parado
		-0.103	-9.747	0.208	parado
		0.123	-9.82	-0.032	parado
		0.078	-9.923	-0.335	parado
		-0.256	-9.9	-0.508	parado
		-0.934	-9.76	-0.636	parado
		-1.61	-9.722	-0.788	parado
		-2.024	-9.613	-0.736	parado
		-1.943	-9.521	-0.727	parado
		-1.47	-9.377	-0.509	parado
		-0.974	-9.268	-0.283	parado
		-0.7	-9.392	0.092	parado
		-0.614	-9.483	0.336	parado
		-0.577	-9.438	0.529	parado
		-0.62	-9.112	0.532	parado
		-0.824	-9.232	0.669	parado
		-0.637	-9.355	0.468	parado
		-0.165	-9.428	0.243	parado
		0.354	-9.504	0.183	parado
		0.511	-9.703	0.266	parado
		0.13	-10.236	0.172	parado
		-0.013	-10.35	-0.379	parado
		0.141	-10.198	-0.587	parado
		-0.004	-10.027	-0.569	parado
		-0.19	-9.844	-0.628	parado
		-0.144	-9.664	-0.624	parado
		0.184	-9.656	-0.543	parado
		0.785	-9.768	-0.151	parado
		1.269	-9.764	0.081	parado
		1.639	-9.67	0.048	parado
		1.724	-9.671	0.099	parado
		1.239	-9.821	0.278	parado
		0.705	-9.862	0.375	parado
		0.274	-9.74	0.558	parado
		-0.138	-9.652	0.599	parado
		-0.529	-9.837	0.535	parado
		-0.261	-9.808	0.29	parado
		0.357	-9.825	0.358	parado
		0.628	-9.682	0.85	parado
		0.536	-9.505	0.871	parado
		0.47	-9.465	1.032	parado
		0.905	-9.637	1.239	parado
		1.243	-9.931	1.337	parado
		0.484	-10.147	1.209	parado
		-0.555	-10.041	0.563	parado
		-0.797	-9.914	0.113	parado
		-0.49	-9.981	0.127	parado
		-0.181	-9.901	0.467	parado
		-0.286	-9.943	0.895	parado
		-0.636	-9.822	0.721	parado
		-0.674	-9.562	0.159	parado
		-0.389	-9.541	0.202	parado
		-0.347	-9.655	0.397	parado
		-1.073	-9.565	0.001	parado
		-1.941	-9.301	-0.596	parado
		-1.911	-9.092	-0.904	parado
		-0.8	-9.585	-1.36	parado
		-0.336	-9.877	-1.371	parado
		-0.688	-9.827	-1.682	parado
		-1.64	-9.705	-2.26	parado
		-1.638	-9.383	-2.258	parado
		-2.146	-8.979	-2.211	parado
		-1.978	-8.396	-2.356	parado
		-1.572	-8.353	-2.879	parado
		-1.462	-8.9	-2.966	parado
		-2.695	-9.099	-2.788	parado
		-3.679	-9.268	-3.686	parado
		-1.957	-9.178	-3.692	parado
		-0.344	-8.844	-3.425	parado
		-0.29	-8.039	-3.278	parado
		-1.147	-7.42	-2.988	parado
		-2.321	-7.286	-2.802	parado
		-3.048	-7.664	-2.604	parado
		-3.324	-8.252	-2.697	parado
		-2.883	-8.718	-2.658	parado
		-2.555	-8.717	-2.358	parado
		-2.423	-8.598	-1.97	parado
		-2.58	-8.509	-1.908	parado
		-2.662	-8.722	-2.096	parado
		-2.757	-9.123	-2.381	parado
		-2.78	-9.448	-2.624	parado
		-3.102	-9.686	-2.705	parado
		-3.484	-10.076	-2.757	parado
		-3.359	-10.216	-3.104	parado
		-2.834	-10.051	-3.225	parado
		-2.374	-9.662	-3.534	parado
		-1.859	-9.187	-3.494	parado
		-1.354	-8.874	-2.433	parado
		-1.389	-8.825	-1.472	parado
		-1.748	-8.839	-1.244	parado
		-2.51	-9.015	-0.702	parado
		-2.838	-9.181	-0.844	parado
		-3.244	-9.437	-1.276	parado
		-3.458	-9.633	-1.355	parado
		-3.464	-9.682	-1.292	parado
		-3.278	-9.591	-1.085	parado
		-2.905	-9.373	-0.849	parado
		-2.515	-9.22	-0.734	parado
		-2.338	-9.252	-0.761	parado
		-2.264	-9.281	-0.849	parado
		-2.163	-9.28	-0.851	parado
		-2.125	-9.274	-0.837	parado
		-2.155	-9.281	-0.815	parado
		-2.219	-9.251	-0.845	parado
		-2.24	-9.322	-0.919	parado
		-2.245	-9.347	-1.002	parado
		-2.225	-9.313	-1.065	parado
		-2.312	-9.212	-1.129	parado
		-2.411	-9.182	-1.234	parado
		-2.383	-9.183	-1.379	parado
		-2.164	-9.149	-1.62	parado
		-1.997	-9.104	-1.9	parado
		-1.905	-9.139	-2.118	parado
		-1.893	-9.22	-2.216	parado
		-1.942	-9.354	-2.264	parado
		-2.008	-9.476	-2.263	parado
		-2.061	-9.576	-2.179	parado
		-2.134	-9.561	-2.077	parado
		-2.245	-9.527	-2.017	parado
		-2.354	-9.424	-1.745	parado
		-2.417	-9.406	-1.622	parado
		-2.518	-9.278	-1.313	parado
		-2.624	-9.213	-1.173	parado
		-2.721	-9.184	-1.129	parado
		-2.782	-9.183	-1.093	parado
		-2.792	-9.203	-1.144	parado
		-2.789	-9.228	-1.241	parado
		-2.743	-9.284	-1.32	parado
		-2.671	-9.336	-1.341	parado
		-2.661	-9.374	-1.456	parado
		-2.67	-9.45	-1.724	parado
		-2.665	-9.673	-2.095	parado
		-2.575	-9.746	-2.421	parado
		-2.576	-9.468	-2.514	parado
		-2.447	-8.941	-2.377	parado
		-2.207	-8.756	-2.162	parado
		-1.893	-8.942	-2.348	parado
		-1.401	-9.092	-2.911	parado
		-1.083	-9.084	-3.612	parado
		-1.189	-9.096	-3.758	parado
		-1.368	-8.956	-3.588	parado
		-1.599	-8.538	-3.244	parado
		-2.167	-8.171	-3.124	parado
		-2.737	-8.375	-2.501	parado
		-2.793	-8.374	-1.75	parado
		-2.625	-8.594	-2.1	parado
		-2.532	-9.063	-2.745	parado
		-2.557	-9.331	-2.986	parado
		-2.586	-9.189	-2.454	parado
		-2.715	-8.815	-1.529	parado
		-2.984	-8.696	-1.22	parado
		-2.806	-8.996	-1.222	parado
		-2.442	-9.311	-1.723	parado
		-1.905	-9.451	-1.457	parado
		-0.986	-9.142	-1.124	parado
		-0.794	-9.233	-1.257	parado
		-0.651	-9.328	-1.338	parado
		-0.807	-8.882	-0.512	parado
		-0.449	-9.566	-1.197	parado
		-0.955	-10.239	-1.385	parado
		-0.555	-9.385	-0.99	parado
		-0.533	-8.849	-0.406	parado
		-0.621	-9.396	-0.298	parado
		-0.418	-9.883	-0.503	parado
		-0.072	-10.051	-0.607	parado
		0.619	-9.876	-0.614	parado
		0.946	-9.492	-0.395	parado
		0.487	-9.081	0.163	parado
		-0.136	-8.572	1.273	parado
		-0.886	-8.637	2.449	parado
		-1.725	-10.297	1.478	parado
		-1.912	-11.19	-0.134	parado
		-1.508	-11.317	-2.374	parado
		-0.707	-11.192	-3.383	parado
		0.229	-10.303	-2.078	parado
		-0.144	-9.726	-0.322	parado
		-1.164	-9.559	0.581	parado
		-1.209	-9.24	0.722	parado
		-0.724	-9.171	1.267	parado
		-0.043	-9.317	1.505	parado
		0.071	-9.748	1.296	parado
		-0.819	-9.738	0.79	parado
		-1.304	-9.706	0.678	parado
		-1.529	-9.594	0.326	parado
		-1.463	-9.541	0.121	parado
		-1.186	-9.621	0.227	parado
		-1.135	-9.725	0.235	parado
		-1.474	-9.841	-0.073	parado
		-1.592	-9.834	-0.184	parado
		-1.082	-9.749	-0.348	parado
		-0.492	-9.791	-0.296	parado
		0.079	-9.914	-0.326	parado
		0.638	-10.132	-0.132	parado
		0.387	-10.272	-0.077	parado
		-0.46	-9.906	-0.37	parado
		-0.983	-9.561	-0.534	parado
		-1.264	-9.517	-0.662	parado
		-1.012	-9.392	-0.571	parado
		-0.378	-9.261	0.002	parado
		0.025	-9.373	0.065	parado
		-0.302	-9.555	0.045	parado
		-1.401	-9.603	-0.476	parado
		-2.612	-9.464	-1.021	parado
		-3.768	-9.602	-0.911	parado
		-4.669	-9.699	-1.143	parado
		-4.378	-9.772	-1.197	parado
		-3.699	-9.784	-0.703	parado
		-2.628	-9.383	-0.7	parado
		-2.089	-8.91	-0.516	parado
		-1.979	-8.541	-0.666	parado
		-2.245	-8.423	-1.032	parado
		-2.595	-8.301	-1.363	parado
		-2.867	-8.246	-1.653	parado
		-2.807	-8.472	-1.692	parado
		-2.62	-8.851	-1.738	parado
		-2.519	-9.24	-1.65	parado
		-2.345	-9.556	-2.04	parado
		-2.114	-9.342	-2.022	parado
		-2.601	-9.273	-2.853	parado
		-2.444	-9.152	-2.992	parado
		-1.826	-9.092	-2.697	parado
		-1.24	-9.042	-2.552	parado
		-0.955	-9.085	-2.433	parado
		-1.014	-9.109	-2.393	parado
		-1.213	-9.125	-2.212	parado
		-1.669	-9.135	-1.529	parado
		-2.052	-9.173	-1.626	parado
		-2.298	-9.414	-1.399	parado
		-2.727	-9.604	-1.551	parado
		-2.874	-9.652	-1.501	parado
		-3.051	-9.59	-1.319	parado
		-3.318	-9.465	-1.058	parado
		-3.673	-9.471	-1.101	parado
